age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
29.0,State-gov,184832.0,HS-grad,9.0,Divorced,Machine-op-inspct,Other-relative,Black,Male,0.0,0.0,59.0,India,0
33.0,Private,1408207.0,Assoc-voc,11.0,Divorced,Prof-specialty,Husband,White,Male,0.0,0.0,47.0,United-States,0
86.0,Local-gov,1258096.0,HS-grad,9.0,Separated,Exec-managerial,Own-child,White,Male,0.0,0.0,44.0,Mexico,0
48.0,Federal-gov,396338.0,9th,5.0,Divorced,Sales,Husband,White,Female,0.0,0.0,35.0,United-States,0
82.0,Self-emp-not-inc,599185.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,39.0,United-States,1
76.0,State-gov,1132489.0,HS-grad,9.0,Never-married,Prof-specialty,Wife,White,Male,0.0,0.0,28.0,United-States,1
41.0,Private,21067.0,Masters,14.0,Never-married,Prof-specialty,Husband,White,Male,0.0,0.0,68.0,Other,0
87.0,Self-emp-not-inc,154542.0,HS-grad,9.0,Never-married,Sales,Own-child,White,Male,0.0,1902.0,42.0,United-States,0
74.0,Private,78236.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,19.0,United-States,1
26.0,Private,1138035.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,51.0,United-States,0
24.0,Self-emp-not-inc,524908.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,0.0,0.0,36.0,United-States,1
26.0,Private,965041.0,Masters,14.0,Never-married,Prof-specialty,Husband,White,Female,0.0,0.0,40.0,United-States,0
71.0,Private,131016.0,Assoc-voc,11.0,Married-civ-spouse,Priv-house-serv,Husband,Black,Male,0.0,0.0,39.0,United-States,0
27.0,Private,785637.0,HS-grad,9.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,0.0,0.0,18.0,United-States,0
37.0,Private,1323028.0,Some-college,10.0,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,9.0,United-States,1
49.0,Self-emp-not-inc,927699.0,7th-8th,4.0,Married-civ-spouse,Sales,Not-in-family,White,Male,0.0,0.0,30.0,United-States,0
27.0,Private,17828.0,Some-college,10.0,Married-civ-spouse,Other-service,Husband,White,Female,0.0,0.0,47.0,Other,0
41.0,Private,441698.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Female,0.0,0.0,42.0,United-States,1
67.0,Private,1153786.0,Some-college,10.0,Divorced,Transport-moving,Wife,White,Male,14084.0,0.0,39.0,United-States,0
88.0,Private,1481399.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,1848.0,20.0,United-States,0
51.0,State-gov,875576.0,Bachelors,13.0,Married-civ-spouse,Tech-support,Other-relative,Asian-Pac-Islander,Male,0.0,0.0,44.0,United-States,1
72.0,,296212.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Unmarried,Black,Female,2407.0,0.0,28.0,India,1
56.0,Self-emp-not-inc,630371.0,5th-6th,3.0,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,7298.0,0.0,50.0,United-States,1
51.0,Private,993420.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
55.0,Local-gov,181533.0,HS-grad,9.0,Never-married,Sales,Husband,White,Male,0.0,0.0,39.0,India,0
87.0,Self-emp-not-inc,462035.0,Bachelors,13.0,Never-married,,Other-relative,White,Female,0.0,0.0,32.0,United-States,0
21.0,Private,1393823.0,Bachelors,13.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,39.0,United-States,1
54.0,Private,476573.0,9th,5.0,Never-married,Protective-serv,Husband,White,Male,0.0,0.0,64.0,United-States,0
20.0,State-gov,612081.0,Some-college,10.0,Never-married,Prof-specialty,Husband,White,Male,0.0,0.0,56.0,Other,0
81.0,Private,240450.0,HS-grad,9.0,Married-spouse-absent,Sales,Husband,White,Male,0.0,0.0,33.0,Cuba,1
61.0,Private,1018329.0,HS-grad,9.0,Never-married,Sales,Unmarried,White,Male,0.0,0.0,31.0,Mexico,1
20.0,Private,1348182.0,HS-grad,9.0,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,25.0,United-States,0
63.0,Private,544106.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,35.0,United-States,0
49.0,Private,686906.0,HS-grad,9.0,Divorced,Other-service,Husband,White,Female,0.0,0.0,38.0,United-States,1
20.0,Private,1020956.0,HS-grad,9.0,Never-married,Exec-managerial,Husband,White,Female,0.0,0.0,18.0,United-States,1
89.0,Private,1470990.0,HS-grad,9.0,Divorced,Machine-op-inspct,Husband,White,Female,0.0,0.0,43.0,United-States,0
45.0,Private,1461176.0,HS-grad,9.0,Never-married,Tech-support,Husband,White,Male,0.0,0.0,31.0,Mexico,0
18.0,Private,889070.0,Assoc-acdm,12.0,Married-civ-spouse,Exec-managerial,Wife,White,Male,0.0,0.0,36.0,United-States,0
62.0,Federal-gov,80301.0,Bachelors,13.0,Married-civ-spouse,,Not-in-family,White,Male,0.0,0.0,32.0,United-States,0
44.0,Private,1060049.0,Bachelors,13.0,Divorced,,Unmarried,White,Male,0.0,0.0,28.0,United-States,0
65.0,Private,1412209.0,Bachelors,13.0,Married-civ-spouse,Transport-moving,Own-child,White,Male,0.0,0.0,37.0,United-States,0
29.0,Private,1451502.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Female,0.0,0.0,32.0,Other,0
78.0,State-gov,1381082.0,HS-grad,9.0,Married-civ-spouse,Other-service,Not-in-family,White,Male,0.0,1902.0,28.0,United-States,0
48.0,Private,1486591.0,Some-college,10.0,Married-civ-spouse,Farming-fishing,Unmarried,Black,Male,0.0,0.0,38.0,United-States,1
48.0,Private,1159420.0,HS-grad,9.0,Never-married,Prof-specialty,Husband,White,Male,0.0,0.0,33.0,United-States,0
76.0,Private,246516.0,HS-grad,9.0,Married-civ-spouse,Sales,Not-in-family,White,Male,0.0,0.0,48.0,United-States,1
57.0,State-gov,1225661.0,Bachelors,13.0,Never-married,Transport-moving,Husband,White,Male,0.0,0.0,37.0,United-States,1
17.0,Private,1442676.0,HS-grad,9.0,Never-married,Farming-fishing,Not-in-family,White,Male,99999.0,0.0,40.0,United-States,0
59.0,Private,1150010.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0.0,0.0,43.0,United-States,0
64.0,Self-emp-inc,1374207.0,Some-college,10.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,22.0,United-States,0
40.0,Private,16903.0,10th,6.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,16.0,United-States,0
30.0,Self-emp-not-inc,663719.0,Some-college,10.0,Never-married,Sales,Unmarried,Other,Female,2407.0,0.0,42.0,United-States,0
20.0,Private,612210.0,10th,6.0,Married-civ-spouse,Adm-clerical,Husband,White,Female,0.0,0.0,27.0,United-States,0
79.0,Private,574082.0,Some-college,10.0,Divorced,Other-service,Unmarried,White,Male,7298.0,0.0,52.0,United-States,0
17.0,Private,896322.0,Masters,14.0,Never-married,Prof-specialty,Husband,White,Female,0.0,0.0,51.0,United-States,0
60.0,Private,306596.0,Some-college,10.0,Separated,Machine-op-inspct,Own-child,White,Male,4934.0,0.0,52.0,United-States,1
78.0,Private,666396.0,Some-college,10.0,Never-married,Prof-specialty,Husband,White,Female,0.0,0.0,42.0,United-States,1
43.0,Private,1006103.0,Masters,14.0,Never-married,,Not-in-family,White,Male,0.0,0.0,36.0,United-States,0
31.0,Private,1197995.0,HS-grad,9.0,Divorced,Other-service,Wife,White,Male,0.0,0.0,18.0,United-States,0
69.0,Private,1037348.0,HS-grad,9.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,47.0,United-States,0
63.0,Local-gov,934804.0,HS-grad,9.0,Never-married,Prof-specialty,Husband,Black,Female,0.0,0.0,53.0,United-States,1
18.0,Self-emp-inc,284187.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Unmarried,White,Female,0.0,0.0,32.0,United-States,0
59.0,Private,1003527.0,HS-grad,9.0,Never-married,Sales,Husband,White,Male,0.0,0.0,36.0,United-States,0
17.0,Private,775584.0,HS-grad,9.0,Never-married,Sales,Husband,White,Male,0.0,0.0,53.0,South,0
46.0,Private,701723.0,7th-8th,4.0,Never-married,Exec-managerial,Husband,White,Male,14084.0,0.0,34.0,United-States,1
39.0,Private,1301212.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Female,0.0,0.0,47.0,Mexico,1
78.0,Local-gov,412842.0,Bachelors,13.0,Never-married,Other-service,Not-in-family,Black,Male,0.0,0.0,37.0,United-States,1
89.0,Private,944146.0,Prof-school,15.0,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,5013.0,0.0,40.0,United-States,1
68.0,Private,1113609.0,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,47.0,United-States,0
71.0,Private,563559.0,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,Black,Male,0.0,0.0,50.0,South,0
18.0,Self-emp-inc,1022362.0,HS-grad,9.0,Married-civ-spouse,Other-service,Unmarried,White,Male,0.0,0.0,26.0,United-States,0
21.0,Private,278558.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,33.0,United-States,0
74.0,Private,863177.0,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,37.0,Other,0
48.0,Private,1148691.0,Bachelors,13.0,Never-married,Prof-specialty,Husband,White,Male,3103.0,1887.0,44.0,Other,1
54.0,Private,1094120.0,HS-grad,9.0,Married-civ-spouse,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
68.0,Private,1483844.0,10th,6.0,Married-civ-spouse,Prof-specialty,Husband,White,Female,0.0,1887.0,59.0,United-States,1
42.0,,1180445.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2964.0,0.0,70.0,United-States,1
67.0,Private,971226.0,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,48.0,United-States,1
70.0,Private,352229.0,Some-college,10.0,Never-married,Prof-specialty,Wife,White,Male,0.0,0.0,17.0,United-States,0
34.0,Self-emp-not-inc,766677.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Female,0.0,0.0,46.0,United-States,0
67.0,Private,103799.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,Black,Male,0.0,0.0,34.0,United-States,0
29.0,Private,1140072.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0.0,0.0,32.0,United-States,0
39.0,Local-gov,250378.0,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35.0,United-States,0
74.0,Private,771651.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,59.0,Mexico,0
89.0,Self-emp-inc,471758.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,0.0,0.0,38.0,United-States,0
21.0,Private,1166052.0,HS-grad,9.0,Divorced,Machine-op-inspct,Husband,White,Male,0.0,0.0,24.0,United-States,0
65.0,Private,902882.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,46.0,United-States,0
59.0,Private,1336315.0,7th-8th,4.0,Married-civ-spouse,Craft-repair,Own-child,White,Male,0.0,0.0,76.0,United-States,0
61.0,Local-gov,1187321.0,7th-8th,4.0,Divorced,Sales,Not-in-family,White,Male,0.0,2205.0,56.0,United-States,0
75.0,Private,1021872.0,10th,6.0,Never-married,Other-service,Husband,White,Male,0.0,0.0,36.0,United-States,0
22.0,Private,117480.0,Assoc-acdm,12.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,26.0,United-States,1
71.0,Private,1451781.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0.0,0.0,28.0,United-States,1
37.0,Private,144291.0,Assoc-acdm,12.0,Never-married,Tech-support,Unmarried,White,Male,0.0,0.0,45.0,United-States,1
28.0,Private,114589.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,0.0,0.0,34.0,United-States,0
50.0,Private,107107.0,Bachelors,13.0,Never-married,,Husband,Black,Male,0.0,0.0,48.0,United-States,1
18.0,Private,836277.0,Some-college,10.0,Divorced,Exec-managerial,Own-child,White,Female,0.0,0.0,42.0,United-States,0
63.0,Private,949735.0,HS-grad,9.0,Never-married,Machine-op-inspct,Husband,White,Female,0.0,0.0,66.0,United-States,0
58.0,Private,1056424.0,Masters,14.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,13.0,United-States,0
54.0,Private,893550.0,Bachelors,13.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,0
19.0,Self-emp-not-inc,914829.0,HS-grad,9.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,29.0,United-States,0
73.0,Private,715196.0,7th-8th,4.0,Married-civ-spouse,Sales,Husband,White,Male,2407.0,0.0,42.0,United-States,1
19.0,Private,1334846.0,HS-grad,9.0,Never-married,Prof-specialty,Husband,White,Male,0.0,0.0,20.0,United-States,0
36.0,Private,171303.0,Masters,14.0,Separated,Sales,Not-in-family,Black,Male,0.0,0.0,32.0,United-States,0
46.0,Private,939320.0,Bachelors,13.0,Never-married,,Own-child,White,Male,0.0,2042.0,48.0,United-States,1
68.0,Federal-gov,448416.0,Some-college,10.0,Never-married,Craft-repair,Husband,White,Female,0.0,0.0,48.0,United-States,0
47.0,Private,807085.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,0.0,0.0,39.0,Other,0
77.0,Private,231200.0,Assoc-voc,11.0,Never-married,Craft-repair,Husband,White,Male,4934.0,0.0,23.0,United-States,1
86.0,Private,196824.0,Prof-school,15.0,Married-civ-spouse,Craft-repair,Husband,White,Female,3103.0,0.0,50.0,United-States,0
73.0,Private,409792.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0.0,0.0,42.0,United-States,1
19.0,Private,498430.0,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,Own-child,White,Female,14084.0,0.0,47.0,United-States,0
74.0,Private,1175404.0,Assoc-voc,11.0,Married-civ-spouse,Adm-clerical,Husband,White,Female,7298.0,2267.0,36.0,United-States,0
32.0,Private,1195760.0,Some-college,10.0,Married-civ-spouse,Other-service,Unmarried,White,Male,0.0,0.0,39.0,United-States,0
82.0,Private,528977.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,31.0,United-States,0
89.0,Private,734450.0,10th,6.0,Married-civ-spouse,Adm-clerical,Husband,Black,Male,3103.0,0.0,31.0,United-States,0
23.0,State-gov,355555.0,HS-grad,9.0,Never-married,Prof-specialty,Husband,White,Male,0.0,0.0,54.0,United-States,1
24.0,Private,746567.0,11th,7.0,Never-married,Sales,Husband,White,Female,0.0,0.0,50.0,Canada,1
68.0,State-gov,964821.0,HS-grad,9.0,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,16.0,Other,0
27.0,Private,1086856.0,HS-grad,9.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,34.0,United-States,0
88.0,Local-gov,347300.0,Some-college,10.0,Married-civ-spouse,Other-service,Unmarried,Black,Male,0.0,0.0,46.0,United-States,1
56.0,Federal-gov,1090857.0,Assoc-voc,11.0,Never-married,Prof-specialty,Husband,White,Male,0.0,1902.0,57.0,United-States,1
59.0,Private,1363735.0,10th,6.0,Never-married,Tech-support,Husband,White,Male,0.0,0.0,51.0,United-States,0
80.0,Private,901683.0,HS-grad,9.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,32.0,United-States,0
33.0,Local-gov,341165.0,HS-grad,9.0,Never-married,Adm-clerical,Husband,White,Male,0.0,0.0,35.0,United-States,1
58.0,Private,543935.0,HS-grad,9.0,Divorced,Adm-clerical,Husband,Other,Female,0.0,0.0,24.0,United-States,0
90.0,Private,656969.0,Bachelors,13.0,Never-married,Transport-moving,Other-relative,White,Female,0.0,0.0,45.0,United-States,0
18.0,Private,1075482.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,48.0,United-States,0
29.0,Private,531711.0,Assoc-acdm,12.0,Never-married,Craft-repair,Unmarried,White,Male,2407.0,0.0,42.0,South,0
27.0,Private,665699.0,Some-college,10.0,Widowed,Craft-repair,Own-child,White,Female,0.0,0.0,68.0,United-States,0
41.0,,547487.0,HS-grad,9.0,Separated,Exec-managerial,Unmarried,White,Male,0.0,0.0,36.0,United-States,0
26.0,State-gov,726388.0,HS-grad,9.0,Never-married,Craft-repair,Husband,White,Male,4934.0,2205.0,7.0,United-States,0
29.0,Private,20800.0,Assoc-voc,11.0,Never-married,Transport-moving,Wife,White,Male,0.0,0.0,34.0,United-States,0
80.0,Local-gov,1081045.0,Masters,14.0,Divorced,Protective-serv,Not-in-family,White,Male,0.0,0.0,45.0,United-States,1
51.0,Private,1204493.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,61.0,United-States,0
43.0,Private,998097.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,27.0,United-States,1
47.0,Private,218191.0,Prof-school,15.0,Married-civ-spouse,Priv-house-serv,Wife,White,Male,0.0,0.0,36.0,United-States,1
88.0,Private,1338445.0,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,36.0,United-States,0
53.0,Private,43384.0,Masters,14.0,Married-civ-spouse,Machine-op-inspct,Not-in-family,Black,Male,0.0,0.0,38.0,United-States,0
51.0,Private,1412253.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0.0,0.0,35.0,United-States,0
85.0,Private,1023167.0,Some-college,10.0,Married-spouse-absent,Transport-moving,Unmarried,White,Female,0.0,0.0,40.0,United-States,0
19.0,Private,323513.0,HS-grad,9.0,Widowed,Adm-clerical,Not-in-family,White,Male,0.0,0.0,48.0,Other,0
52.0,Private,543458.0,HS-grad,9.0,Married-civ-spouse,,Unmarried,White,Male,0.0,0.0,46.0,United-States,0
72.0,Private,1047936.0,10th,6.0,Never-married,Adm-clerical,Husband,White,Male,0.0,0.0,39.0,United-States,0
55.0,Private,795876.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,42.0,United-States,1
81.0,Private,591409.0,Assoc-voc,11.0,Married-civ-spouse,Sales,Unmarried,White,Male,0.0,0.0,55.0,United-States,0
82.0,Private,1353937.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0.0,0.0,51.0,United-States,0
41.0,Private,687093.0,HS-grad,9.0,Divorced,Adm-clerical,Husband,White,Male,0.0,0.0,28.0,United-States,0
77.0,Private,440830.0,Assoc-acdm,12.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,0.0,0.0,58.0,United-States,0
35.0,Private,388893.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,14084.0,0.0,35.0,United-States,1
34.0,Private,510524.0,12th,8.0,Married-civ-spouse,Sales,Not-in-family,White,Male,0.0,0.0,36.0,United-States,0
89.0,Self-emp-not-inc,1068918.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0.0,0.0,33.0,United-States,0
17.0,State-gov,1172604.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Female,0.0,0.0,29.0,United-States,0
43.0,Private,1129032.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0.0,0.0,37.0,United-States,0
63.0,Private,207614.0,Some-college,10.0,Married-civ-spouse,,Not-in-family,White,Male,0.0,0.0,35.0,United-States,0
47.0,Self-emp-not-inc,1170121.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,28.0,United-States,0
79.0,Self-emp-not-inc,1015010.0,Masters,14.0,Married-civ-spouse,Transport-moving,Husband,White,Female,0.0,0.0,51.0,United-States,1
35.0,State-gov,1055941.0,Some-college,10.0,Never-married,Tech-support,Husband,White,Male,14084.0,0.0,38.0,United-States,0
57.0,Self-emp-not-inc,670922.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,Black,Female,0.0,0.0,39.0,United-States,1
26.0,Private,238933.0,Assoc-voc,11.0,Never-married,Transport-moving,Not-in-family,White,Male,3103.0,0.0,37.0,United-States,0
32.0,Private,192757.0,Some-college,10.0,Divorced,Prof-specialty,Husband,Black,Male,0.0,0.0,16.0,United-States,0
29.0,Private,270166.0,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Male,99999.0,0.0,42.0,Other,1
71.0,Private,1363168.0,Assoc-voc,11.0,Never-married,Sales,Not-in-family,Black,Female,0.0,0.0,44.0,United-States,0
32.0,Private,1359568.0,HS-grad,9.0,Married-civ-spouse,Sales,Not-in-family,White,Female,0.0,0.0,33.0,United-States,0
66.0,Local-gov,1093134.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0.0,0.0,41.0,United-States,0
42.0,Private,1428810.0,Assoc-acdm,12.0,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0.0,0.0,44.0,Other,0
58.0,Private,986481.0,Some-college,10.0,Divorced,Other-service,Husband,White,Female,0.0,0.0,36.0,United-States,0
81.0,Private,1287394.0,HS-grad,9.0,Never-married,Exec-managerial,Other-relative,Black,Female,0.0,0.0,29.0,United-States,0
80.0,Self-emp-not-inc,378629.0,Some-college,10.0,Never-married,Prof-specialty,Husband,White,Male,0.0,0.0,51.0,United-States,0
17.0,Private,363153.0,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
75.0,Private,794165.0,Some-college,10.0,Married-civ-spouse,,Other-relative,Black,Male,0.0,0.0,61.0,United-States,0
87.0,Private,1086319.0,Bachelors,13.0,Never-married,Machine-op-inspct,Wife,White,Male,0.0,0.0,21.0,United-States,0
66.0,Private,339608.0,10th,6.0,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0.0,0.0,42.0,Canada,0
30.0,Private,699869.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,2042.0,25.0,Mexico,0
66.0,Private,916192.0,11th,7.0,Divorced,Adm-clerical,Husband,Black,Male,14084.0,0.0,50.0,United-States,1
64.0,Private,737636.0,7th-8th,4.0,Married-civ-spouse,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
66.0,Local-gov,447890.0,11th,7.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,20.0,United-States,0
48.0,Private,765524.0,HS-grad,9.0,Never-married,,Not-in-family,Amer-Indian-Eskimo,Female,0.0,0.0,32.0,United-States,1
55.0,Private,1346587.0,Bachelors,13.0,Never-married,Prof-specialty,Husband,White,Male,0.0,2205.0,39.0,United-States,1
65.0,Private,1157993.0,HS-grad,9.0,Married-civ-spouse,Sales,Other-relative,White,Female,0.0,0.0,22.0,United-States,0
51.0,Private,86389.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Female,0.0,0.0,33.0,United-States,0
74.0,Private,779351.0,12th,8.0,Married-civ-spouse,Other-service,Unmarried,White,Female,0.0,0.0,62.0,Philippines,0
69.0,Private,1360720.0,Some-college,10.0,Never-married,Other-service,Husband,Black,Male,0.0,0.0,68.0,United-States,1
39.0,State-gov,1047576.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Male,0.0,0.0,60.0,United-States,0
62.0,Private,1426749.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,58.0,United-States,0
72.0,Local-gov,677302.0,Masters,14.0,Married-civ-spouse,Other-service,Not-in-family,White,Female,0.0,0.0,41.0,United-States,1
53.0,Federal-gov,1350746.0,Assoc-acdm,12.0,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,49.0,United-States,0
69.0,Private,874949.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,55.0,United-States,1
26.0,Private,70618.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,26.0,Canada,0
45.0,,1247282.0,Masters,14.0,Widowed,Craft-repair,Own-child,Black,Female,0.0,0.0,27.0,United-States,0
68.0,State-gov,1092542.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0.0,0.0,48.0,United-States,1
83.0,Self-emp-inc,76917.0,Bachelors,13.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,23.0,United-States,0
64.0,Without-pay,1100881.0,Bachelors,13.0,Never-married,Craft-repair,Not-in-family,White,Female,0.0,0.0,50.0,United-States,0
66.0,Private,86076.0,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,45.0,United-States,0
42.0,Private,669295.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,50.0,Mexico,1
68.0,Private,360126.0,HS-grad,9.0,Married-civ-spouse,Tech-support,Not-in-family,White,Female,0.0,0.0,54.0,United-States,0
43.0,Private,722956.0,9th,5.0,Never-married,Farming-fishing,Husband,White,Male,0.0,0.0,26.0,United-States,1
20.0,Private,1462357.0,11th,7.0,Widowed,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,0
35.0,Private,1290576.0,Masters,14.0,Divorced,Exec-managerial,Other-relative,White,Male,0.0,0.0,61.0,United-States,0
62.0,Private,359344.0,Assoc-acdm,12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,43.0,Mexico,1
88.0,Private,1139583.0,Bachelors,13.0,Married-civ-spouse,Other-service,Unmarried,White,Female,0.0,0.0,37.0,United-States,0
53.0,Private,1449966.0,Masters,14.0,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,13550.0,0.0,30.0,United-States,0
80.0,Private,594302.0,Some-college,10.0,Divorced,Prof-specialty,Husband,White,Male,0.0,0.0,33.0,United-States,0
74.0,Private,758546.0,HS-grad,9.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,31.0,United-States,0
58.0,Private,1347186.0,Doctorate,16.0,Married-civ-spouse,Transport-moving,Own-child,White,Male,0.0,0.0,35.0,United-States,1
76.0,Private,220076.0,10th,6.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,41.0,United-States,0
46.0,Private,721752.0,Some-college,10.0,Divorced,Machine-op-inspct,Husband,White,Male,0.0,0.0,19.0,United-States,0
49.0,,493146.0,HS-grad,9.0,Married-civ-spouse,Sales,Unmarried,White,Female,0.0,0.0,39.0,United-States,0
71.0,Private,559133.0,Doctorate,16.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,49.0,United-States,1
64.0,Private,380224.0,Some-college,10.0,Never-married,,Husband,White,Male,0.0,0.0,56.0,United-States,0
56.0,Private,20128.0,Bachelors,13.0,Divorced,Farming-fishing,Husband,White,Female,0.0,0.0,51.0,United-States,1
49.0,Private,1204806.0,Some-college,10.0,Divorced,Farming-fishing,Unmarried,White,Male,0.0,0.0,40.0,United-States,0
89.0,Private,427418.0,HS-grad,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,43.0,South,0
21.0,Private,915417.0,Some-college,10.0,Married-civ-spouse,Other-service,Not-in-family,White,Female,0.0,0.0,38.0,United-States,0
